,book#,booktitle,index,sentence#,sentences,economics,history,philosophy,psychology,science,technology
52,5,Plato and the Nerd: The Creative Partnership of Humans and Technology,52,12," In his view, technology is coevolving with humans",0.08149483799934387,0.14366355538368225,0.4058530926704407,0.4865795373916626,0.7670542597770691,0.20062848925590515
53,5,Plato and the Nerd: The Creative Partnership of Humans and Technology,53,13," It augments our cognitive and physical capabilities while we nurture, develop, and propagate the technology itself",0.08111009001731873,0.14237752556800842,0.4036682546138763,0.4920401275157929,0.7630661129951477,0.2079158127307892
54,5,Plato and the Nerd: The Creative Partnership of Humans and Technology,54,14, Complementarity is more likely than competition,0.0846516489982605,0.13571777939796448,0.4199205636978149,0.4936694502830506,0.771215558052063,0.2042713314294815
55,7,the art of logic in an illogical world,55,0,"[""How both logical and emotional reasoning can help us live better in our post-truth worldIn a world where fake news stories change election outcomes, has rationality become futile? In The Art of Logic in an Illogical World, Eugenia Cheng throws a lifeline to readers drowning in the illogic of contemporary life",0.08543702960014342,0.1404971182346344,0.3878796398639679,0.4934390187263489,0.7596701979637146,0.2031373679637909
56,7,the art of logic in an illogical world,56,1," Cheng is a mathematician, so she knows how to make an airtightHow both logical and emotional reasoning can help us live better in our post-truth worldIn a world where fake news stories change election outcomes, has rationality become futile? In The Art of Logic in an Illogical World, Eugenia Cheng throws a lifeline to readers drowning in the illogic of contemporary life",0.08684030175209045,0.13895833492279053,0.3869223296642304,0.4927539229393005,0.7585176825523376,0.204923152923584
57,7,the art of logic in an illogical world,57,2," Cheng is a mathematician, so she knows how to make an airtight argument",0.08430790901184082,0.14603599905967712,0.4001549184322357,0.4812125861644745,0.7568142414093018,0.21323896944522855
58,7,the art of logic in an illogical world,58,3," But even for her, logic sometimes falls prey to emotion, which is why she still fears flying and eats more cookies than she should",0.082816481590271,0.14382493495941162,0.39599281549453735,0.4816817045211792,0.7600724697113037,0.2116399556398392
59,7,the art of logic in an illogical world,59,4," If a mathematician can't be logical, what are we to do? In this book, Cheng reveals the inner workings and limitations of logic, and explains why alogic--for example, emotion--is vital to how we think and communicate",0.0840570330619812,0.14676904678344727,0.3828533291816712,0.4938888549804688,0.7601184844970703,0.20139825344085693
60,7,the art of logic in an illogical world,60,5," Cheng shows us how to use logic and alogic together to navigate a world awash in bigotry, mansplaining, and manipulative memes",0.08281487226486206,0.14093372225761416,0.39512574672698975,0.4879327416419983,0.7640787959098816,0.20543113350868225
61,7,the art of logic in an illogical world,61,6," Insightful, useful, and funny, this essential book is for anyone who wants to think more clearly",0.08203747868537903,0.1474301517009735,0.40229570865631104,0.493944376707077,0.7614006400108337,0.20731769502162933
62,8,Life 3.0: Being Human in the Age of Artificial Intelligence,62,0,"[""How will Artificial Intelligence affect crime, war, justice, jobs, society and our very sense of being human? The rise of AI has the potential to transform our future more than any other technology--and there's nobody better qualified or situated to explore that future than Max Tegmark, an MIT professor who's helped mainstream research on how to keep AI beneficial",0.08593475818634032,0.15962612628936768,0.3759145736694336,0.4974150359630585,0.7533482313156128,0.20126719772815704
63,8,Life 3.0: Being Human in the Age of Artificial Intelligence,63,1,"How canHow will Artificial Intelligence affect crime, war, justice, jobs, society and our very sense of being human? The rise of AI has the potential to transform our future more than any other technology--and there's nobody better qualified or situated to explore that future than Max Tegmark, an MIT professor who's helped mainstream research on how to keep AI beneficial",0.08581984043121338,0.15519535541534424,0.3738440573215485,0.4972512722015381,0.7530160546302795,0.2015857696533203
64,8,Life 3.0: Being Human in the Age of Artificial Intelligence,64,2,"How can we grow our prosperity through automation without leaving people lacking income or purpose? What career advice should we give today's kids? How can we make future AI systems more robust, so that they do what we want without crashing, malfunctioning or getting hacked? Should we fear an arms race in lethal autonomous weapons? Will machines eventually outsmart us at all tasks, replacing humans on the job market and perhaps altogether? Will AI help life flourish like never before or give us more power than we can handle?What sort of future do you want? This book empowers you to join what may be the most important conversation of our time",0.08863890171051025,0.1523003876209259,0.3690003156661987,0.4999712407588959,0.7524206638336182,0.2019464373588562
65,8,Life 3.0: Being Human in the Age of Artificial Intelligence,65,3," It doesn't shy away from the full range of viewpoints or from the most controversial issues--from superintelligence to meaning, consciousness and the ultimate physical limits on life in the cosmos",0.08273971080780029,0.13778045773506165,0.3982066512107849,0.4888569712638855,0.7637079358100891,0.20478379726409912
66,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",66,0,"['With his trademark blend of political history, social science, economics, and pop culture, two-time NYT bestselling author, syndicated columnist, National Review senior editor, and American Enterprise Institute fellow Jonah Goldberg makes the timely case that America and other democracies are in peril as they lose the will to defend the values and institutions that sustainWith his trademark blend of political history, social science, economics, and pop culture, two-time NYT bestselling author, syndicated columnist, National Review senior editor, and American Enterprise Institute fellow Jonah Goldberg makes the timely case that America and other democracies are in peril as they lose the will to defend the values and institutions that sustain freedom and prosperity",0.08855068683624268,0.15136155486106873,0.37330228090286255,0.4994995594024658,0.751470685005188,0.20113976299762729
67,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",67,1," Instead we are surrendering to populism, nationalism and other forms of tribalism",0.08061864972114563,0.15354925394058228,0.392055094242096,0.4806357324123383,0.7595070004463196,0.2069265693426132
68,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",68,2," Only once in the last 250,000 years have humans stumbled upon a way to lift ourselves out of the endless cycle of poverty, hunger, and war that defines most of history--in 18th century England when we accidentally discovered the miracle of liberal democratic capitalism",0.08453500270843506,0.15550613403320312,0.3825911283493042,0.49162358045578,0.7571007609367371,0.20364636182785034
69,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",69,3,"As Americans we are doubly blessed that those radical ideas were written into the Constitution, laying the groundwork for our uniquely prosperous society:  - Our rights come from God not from the government",0.08378082513809204,0.1466635763645172,0.395847886800766,0.4911060929298401,0.7607364654541016,0.2000107616186142
70,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",70,4, - The government belongs to us; we do not belong to the government,0.08421161770820618,0.15490177273750305,0.3915103375911713,0.483006089925766,0.7527128458023071,0.2040024846792221
71,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",71,5, - The individual is sovereign,0.08249625563621521,0.14940202236175534,0.4017463922500609,0.4920294284820557,0.7622418999671936,0.20961014926433566
72,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",72,6, We are all captains of our own souls,0.08483907580375671,0.14108633995056152,0.4239569902420044,0.4870855212211609,0.7635705471038818,0.2061559557914734
73,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",73,7,  - The fruits of our labors belong to us,0.08431610465049744,0.1422499418258667,0.4139457941055298,0.4911502003669739,0.7623099684715271,0.2036583572626114
74,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",74,8,"In the last few decades, these political virtues have been turned into vices",0.08451575040817261,0.14406561851501465,0.4076564610004425,0.4827321469783783,0.7565667629241943,0.2062762081623077
75,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",75,9," As we are increasingly taught to view our traditions as a system of oppression, exploitation and ""white privilege,"" the principles of liberty and the rule of law are under attack from left and right",0.08236390352249147,0.15217888355255127,0.3850163221359253,0.485862135887146,0.7593178749084473,0.20638446509838104
76,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",76,10,"At a moment when authoritarianism, tribalism, identity politics, nationalism, and cults of personality are rotting our democracy from within, Goldberg exposes the West\'s suicidal tendencies on both sides of the ideological aisle",0.0857810378074646,0.14862531423568726,0.3769636154174805,0.4905872642993927,0.7602149844169617,0.2020041346549988
77,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",77,11," For the West to survive, we must renew our sense of gratitude for what our civilization has given us and rediscover the ideals that led us out of the bloody muck of the past - or back to the muck we will go",0.08395081758499147,0.1539759635925293,0.3891489803791046,0.488414853811264,0.755092203617096,0.2076736390590668
78,9,"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics Is Destroying American Democracy",78,12,"Suicide is painless, liberty takes work",0.08360356092453003,0.13888373970985413,0.40138712525367737,0.4849339127540589,0.7630397081375122,0.20645925402641296
79,10,Fifty Inventions That Shaped the Modern Economy,79,0,"['A lively history seen through the fifty inventions that shaped it most profoundly, by the bestselling author of The Undercover Economist and Messy",0.08559182286262512,0.1554909348487854,0.3731918931007385,0.5013577938079834,0.7594593167304993,0.1988499015569687
80,10,Fifty Inventions That Shaped the Modern Economy,80,1,"Who thought up paper money? What was the secret element that made the Gutenberg printing press possible? And what is the connection between The Da Vinci Code and the collapse of Lehman Brothers? Fifty Inventions That Shaped theA lively history seen through the fifty inventions that shaped it most profoundly, by the bestselling author of The Undercover Economist and Messy",0.08936914801597595,0.15506497025489807,0.3712972700595856,0.4992559552192688,0.7518135309219359,0.20127828419208527
81,10,Fifty Inventions That Shaped the Modern Economy,81,2,"Who thought up paper money? What was the secret element that made the Gutenberg printing press possible? And what is the connection between The Da Vinci Code and the collapse of Lehman Brothers? Fifty Inventions That Shaped the Modern Economy paints an epic picture of change in an intimate way by telling the stories of the tools, people, and ideas that had far-reaching consequences for all of us",0.08606728911399841,0.15307432413101196,0.3798801898956299,0.4973230659961701,0.7540848851203918,0.202515721321106
82,10,Fifty Inventions That Shaped the Modern Economy,82,3," From the plough to artificial intelligence, from Gillette’s disposable razor to IKEA’s Billy bookcase, bestselling author and Financial Times columnist Tim Harford recounts each invention’s own curious, surprising, and memorable story",0.08504736423492433,0.14512819051742554,0.3835670351982117,0.4965285956859589,0.7591025829315186,0.20043472945690155
83,10,Fifty Inventions That Shaped the Modern Economy,83,4," Invention by invention, Harford reflects on how we got here and where we might go next",0.08521738648414612,0.14986968040466309,0.381881594657898,0.4901947379112244,0.7555898427963257,0.20303793251514435
84,10,Fifty Inventions That Shaped the Modern Economy,84,5," He lays bare often unexpected connections: how the bar code undermined family corner stores, and why the gramophone widened inequality",0.08503076434135437,0.1478913128376007,0.383105218410492,0.4920100271701813,0.7581754922866821,0.1964898258447647
85,10,Fifty Inventions That Shaped the Modern Economy,85,6," In the process, he introduces characters who developed some of these inventions, profited from them, and were ruined by them, as he traces the principles that helped explain their transformative effects",0.08178260922431946,0.15047308802604675,0.3866373002529144,0.4814308285713196,0.7605999112129211,0.2093673199415207
86,10,Fifty Inventions That Shaped the Modern Economy,86,7," The result is a wise and witty book of history, economics, and biography",0.08147016167640686,0.1493152678012848,0.4055746793746948,0.491924375295639,0.7638750076293945,0.2070859968662262
87,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,87,0,"['From one of America’s greatest minds, a journey through psychology, philosophy, and lots of meditation to show how Buddhism holds the key to moral clarity and enduring happiness",0.08273077011108397,0.15273255109786987,0.39484667778015137,0.4916826486587525,0.7508351802825928,0.20813433825969696
88,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,88,1,Robert Wright famously explained in The Moral Animal how evolution shaped the human brain,0.08175203204154967,0.1433337926864624,0.4084725975990296,0.4860273003578186,0.7631544470787048,0.210242360830307
89,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,89,2," The mind is designed to often delude us, he argued, about ourselves and about the world",0.08152887225151062,0.14055177569389346,0.4037040174007416,0.4853965938091278,0.7651917934417725,0.20386902987957
90,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,90,3," And it is designeFrom one of America’s greatest minds, a journey through psychology, philosophy, and lots of meditation to show how Buddhism holds the key to moral clarity and enduring happiness",0.08285784721374513,0.14426958560943606,0.3977352678775787,0.4911535084247589,0.7522895932197571,0.20645222067832947
91,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,91,4,Robert Wright famously explained in The Moral Animal how evolution shaped the human brain,0.08175203204154967,0.1433337926864624,0.4084725975990296,0.4860273003578186,0.7631544470787048,0.210242360830307
92,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,92,5," The mind is designed to often delude us, he argued, about ourselves and about the world",0.08152887225151062,0.14055177569389346,0.4037040174007416,0.4853965938091278,0.7651917934417725,0.20386902987957
93,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,93,6, And it is designed to make happiness hard to sustain,0.08128255605697632,0.13679590821266174,0.4124714732170105,0.4876018762588501,0.7600188851356506,0.20948410034179688
94,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,94,7,"But if we know our minds are rigged for anxiety, depression, anger, and greed, what do we do? Wright locates the answer in Buddhism, which figured out thousands of years ago what scientists are only discovering now",0.08457162976264954,0.15217530727386475,0.3812199532985687,0.4956577122211456,0.7566664814949036,0.1989494860172272
95,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,95,8," Buddhism holds that human suffering is a result of not seeing the world clearly—and proposes that seeing the world more clearly, through meditation, will make us better, happier people",0.08036714792251587,0.14881736040115354,0.39266765117645264,0.4868124127388001,0.7599450349807739,0.20376604795455933
96,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,96,9,"In Why Buddhism is True, Wright leads readers on a journey through psychology, philosophy, and a great many silent retreats to show how and why meditation can serve as the foundation for a spiritual life in a secular age",0.08305245637893678,0.14603844285011292,0.3885107338428497,0.4941461086273194,0.7549798488616943,0.2022649645805359
97,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,97,10," At once excitingly ambitious and wittily accessible, this is the first book to combine evolutionary psychology with cutting-edge neuroscience to defend the radical claims at the heart of Buddhist philosophy",0.08310091495513916,0.14341911673545835,0.3951933979988098,0.493342250585556,0.7626840472221375,0.2031636983156204
98,11,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,98,11," With bracing honesty and fierce wisdom, it will persuade you not just that Buddhism is true—which is to say, a way out of our delusion—but that it can ultimately save us from ourselves, as individuals and as a species",0.0814562439918518,0.14338380098342896,0.4001139104366303,0.4884747266769409,0.7561171054840088,0.21292798221111295
